,team_idx,team
63080,6626,Clube Uniao Vilanovense
63081,6627,Gd Santander Totta
63089,6628,Inatel - Cluve
63098,6629,Inatel - Apdl
63119,6630,Inatel - Clube Academico Gandaras
63126,6631,Galicia
63162,6632,10k Zaragoza
63163,6633,Grupo Recreativo De Gaviao
63166,6634,S.C. Braga
63177,6635,Clube Edp Porto
63184,6636,Inatel - Petrogal
63192,6637,Bugalas & Victor Paros
63198,6638,Ginasio Clube Vila Real
63213,6639,O R I
63217,6640,Luz E Vida
63220,6641,Ciclistas Cosmos
63227,6642,Clb Do Pessoal Da Edp Fafe
63231,6643,Edp Fafe
63295,6644,G D C C P
63298,6645,Fundaçao Casa Da Musica
63351,6646,Familia Oliveira
63354,6647,Continente
63355,6648,Grupo Desp. São Paio Oleiros
63370,6649,Wot
63429,6650,Ecobike
63434,6651,Ass Cultural De Vermoim
63484,6652,Santa Justa Runners
63512,6653,Clube Dos Colaboradores Axa
63519,6654,Formal
63546,6655,Bcp
63577,6656,Inatel - Banco Bpi
63637,6657,Com Dores Da Bairrada
63648,6658,N A M
63663,6659,Comporto - Sa
63676,6660,Pt Porto Running Team
63694,6661,Gdccp
63763,6662,Falta De Ar
63783,6663,Clinica Dentaria De V N Gaia
63809,6664,Fluvial Portuense
63838,6665,Desnível Positivo-Sportzone
63846,6666,Esposendaventuras
63878,6667,+40
63926,6668,Os Papa Leguas Porto
63928,6669,Napa
63943,6670,I P B
64115,6671,Clinica Dentaria V N Gaia
64120,6672,Carma
64138,6673,A Atletismo De Grijo
64160,6674,Desp. Atlet. De Recardães
64190,6675,Sap Inv
64197,6676,Vila Boa Do Bispo
64262,6677,Yupiirun - Continente
64329,6678,C Triatlo Perosinho
64338,6679,Unidas A Fresca
64348,6680,Freerunners
64354,6681,Terrores Do Asfalto - Continente
64424,6682,Juventude Atletico Mezelense
64430,6683,Ovarence
64452,6684,The Family
64528,6685,Cd Lamosa
64587,6686,Ajes
64701,6687,Oporto Business School - Continente
64885,6688,32 Senses
64904,6689,S P Oleiros
64919,6690,Sapadores Invicta
64921,6691,Portugal Telecom
65000,6692,Avila K.B.T.
65017,6693,Lidergraf
65019,6694,Infante D Henrique
65122,6695,Academia Vidativa Paredes
65129,6696,C A A P P
65272,6697,Eads Sogerma - Continente
65323,6698,Aasm - Continente
65330,6699,Tartarugas Run
65582,6700,Burgos Ourense
65589,6701,Grupo De Amigos
65687,6702,Fta
65712,6703,Gaiphedra
65771,6704,Well Runners
65819,6705,Inatel - Gd Santander Totta
65835,6706,Cauda
66226,6707,Ael
66228,6708,Lacticoop
66229,6709,Caga-Tacos
66427,6710,Deestriders
66430,6711,Ginasio C S Tirso
66443,6712,Grupo D B Portugal
66519,6713,Sporting C P - Continente
66572,6714,Vermoim
66577,6715,Arada Atletico Clube
66587,6716,Powerade - Passatempo
66594,6717,Grupo Desportivo E Cultural De Guilhovai
66602,6718,L. F. Clube
66608,6719,Hospital Hpp
66618,6720,C D C S.Joao Da Serra
66621,6721,Astromil
66626,6722,Alpendurada Runing Team
66634,6723,Amarante
66646,6724,Box Ideal Running Team
66647,6725,Caafaro
66651,6726,Ass. Rec. Luz E Vida Gondomarense
66654,6727,Burgas Ourense
66658,6728,Sporting Clube De Braga
66669,6729,Regimento Artilharia Nº4
66677,6730,Iroman
66678,6731,C M Gondomar
66707,6732,N. Sportinguista Leões Fronteira Vilar Formoso
66709,6733,Desnivel Positivo Sport Zone
66729,6734,Engomadoria Lea Team
66734,6735,Sneakers Power
66759,6736,C. S. Jorge
66763,6737,Seisaacrrorizmatias&Araújofrulact
66766,6738,Atletas Veteranos Ourense
66783,6739,E De Shot International
66794,6740,G-A-C
66795,6741,Ansianenses
66798,6742,Gnr Guimarães
66804,6743,Longusbike Amigos Do Trail
66817,6744,Camir-Clube Amador De Mirandela
66845,6745,Thunderrunners
66852,6746,Clube Galp Energia Nucleo Norte
66856,6747,C F V
66859,6748,Atletismo Veteranos Ourense
66861,6749,Casa Dodo Povo De Mangualde
66865,6750,Clube De Atletismo Da Nazare
66870,6751,Meia Maratona Sport Zone
66883,6752,Individoal
66893,6753,Taipas Trail Team
66899,6754,Ginasio Factor X
66907,6755,Iberoftal  Oporto Health Tour
66916,6756,Clube Atletismo Da Povoa Do Varzim
66919,6757,The Stragglers
66933,6758,Run & Fun
66944,6759,Paços Runners
66948,6760,Amarante Runningteam
66956,6761,Abc Caxarias
66958,6762,Longusbyke-Amigos Do Trail
66974,6763,Btt - Tt Sandim
66983,6764,Terapias
66989,6765,Luis Costa Team
66993,6766,Patukos Tim Ranin
67003,6767,Team Gosaude
67009,6768,Clube De Montanha Espinho
67014,6769,Sport Club Do Porto - Secção De Remo
67015,6770,Gdr Ribeiras
67045,6771,Scparadela
67052,6772,Sinmetro
67057,6773,Offtel Runnersjv
67062,6774,Sport Zone Rcl
67063,6775,By Me
67073,6776,Bilarunners
67075,6777,Grupo Cultural E Recreativo Aguçadourense
67122,6778,Asphaltassaultteam
67123,6779,Moimenta
67127,6780,Silmaia
67135,6781,A. A. S Mamede
67148,6782,A.D.Cabroelo
67168,6783,Conti Af
67176,6784,Manitowoc Running Team
67191,6785,Quadrilheiros Runners
67198,6786,Cuf
67211,6787,Linhas Moure
67225,6788,Clubept
67231,6789,Tlc
67238,6790,Dulwich Runners
67241,6791,Especiais De Corrida
67288,6792,Ccdpj Coimbra
67301,6793,Só Subidas Trail Team
67327,6794,Imparaveis
67338,6795,Ac Portalegre Utsm
67340,6796,Boteko
67362,6797,Ponto Zen
67368,6798,Baia Do Seixal
67380,6799,Adatrailrunning
67388,6800,Solrun.Gaia- Solinca
67406,6801,Os 5 A Hora
67407,6802,K2btt
67414,6803,Amigos Do Pedal Famalicão
67453,6804,A Correr P O Hospital
67454,6805,Indidual
67487,6806,Os Compinchas
67509,6807,25low2run
67518,6808,Club De Veteranos De Atletismo De Coimbra
67523,6809,Luissilva1990@Gmail.Com
67525,6810,Associacao Onda Do Norte
67557,6811,More Contrac
67559,6812,Paramos Running Teama.D.Quinta
67563,6813,Clube De Corrida In&Out Parque Da Aguda
67590,6814,G.D.C. De Castelo De Paiva
67596,6815,Trail Me
67601,6816,C F Oliveira Do Douro
67609,6817,Gaiola Dos Loucos
67632,6818,Recreio Desportivo De Águeda
67663,6819,Blade Runner
67693,6820,Alr Unipessoal Lda
67713,6821,Aqs Seguros
67720,6822,100 Stress
67724,6823,Bike Teknic Track Nvending
67726,6824,Night Riders
67727,6825,Umaaventuraem.Com
67730,6826,Clube Desportivo Do Estreito
67733,6827,Mov Juv Merelim
67790,6828,Bootcamp Portugal
67793,6829,Dow Team
67804,6830,Empenados
67831,6831,Cml - Curto Mamas Largo
67843,6832,Ccd A.P.D.L.
67867,6833,Super 2
67876,6834,Passatempo Banana Da Madeira
67905,6835,Sa Bombeiros V Montemor O Novo
67909,6836,Corredoresporacidente
67928,6837,Print Team
67944,6838,Clube Veteranos Comimbra
67959,6839,Sport Lagos E Benfica
67991,6840,Pura Fibra Fitness Club
68007,6841,Doce Lazer
68057,6842,Arcozelo.Atletas
68065,6843,Clube Praças Armada
68086,6844,Caracool Runners
68088,6845,Correr Na Cidade Running Crew
68093,6846,Úskê?-Nianos
68112,6847,Va Va Voom
68133,6848,Cdcr Porto Ctt
68161,6849,Ac Team
68162,6850,Venham + 42km
68163,6851,Dnm Sport Team
68167,6852,Saude Cuf
68176,6853,A K F Runners
68186,6854,Porto Runners - Wellrunners
68191,6855,A.C.A. Vigorosa
68195,6856,The Fast
68198,6857,Dulwich Runners Ac
68236,6858,Grfnf Autosimportados
68287,6859,Sith Running Team
68302,6860,As Razões Do Corpo
68315,6861,Udat
68345,6862,Papaléguas_Beep_Beep
68346,6863,Casa Povo Soalhaes
68353,6864,Viana Trail
68358,6865,Bike Teknictrack
68360,6866,A. A. S. M.
68398,6867,Associação Desportiva De Cabroelo
68403,6868,Acd S. Joao Da Serra
68450,6869,Bipbips
68524,6870,Lap2go
68553,6871,Rochas
68559,6872,G C M Alvarelhos
68584,6873,4x75
68585,6874,Factor X
68607,6875,Atlético Papa Léguas
68686,6876,Jam
68692,6877,A D Efacec
68827,6878,Virgin Active
68853,6879,Galinhas Do Asfalto
68865,6880,Corja - Corredores De Jaraguá Do Sul
68899,6881,Ccdrenault Cacia- Holmes Place
68940,6882,"""Primos De Cortegaça"""
68952,6883,Desnivel Positivosport Zone
68958,6884,Team Bifana
68964,6885,Ésse
68975,6886,Loja Império Bonança Boavista
68981,6887,Pelingrinos Do Pedal
69007,6888,União Da Mata
69015,6889,Papamilhas
69043,6890,Ginásio Clube De Vila Real
69064,6891,Davinci Demons
69086,6892,Gondomar Futsal Atletismo
69108,6893,Lagoelabike
69249,6894,Terriveis Team
69261,6895,Club Coruna Comarca
69320,6896,Maduragem
69384,6897,Os Cavaleiros Do Apocalipse
69419,6898,F L&M
69445,6899,Tartarugas Running
69491,6900,Ratola
69519,6901,Ignissoftware
69535,6902,Ara - Associação Recreativa Alfandeguense
69550,6903,Capv(Clube De Atletismo Da Póvoa De Varzim)
69565,6904,Osd Runners
69615,6905,Vitalinhos
69627,6906,Acportalegre-Utsm
69632,6907,Grupo Desportivo Os Riberinhos
69676,6908,Montanha
69731,6909,Silvas
69769,6910,Biromi
69770,6911,Rockrebelmonster
69771,6912,Ssociais Caixa Geral Depósitos
69824,6913,Colaboradores Axa
69837,6914,Lina&Nando
69844,6915,Mae E Filho A Correr A Meia Maratona
69853,6916,K9 Athletics Team
69855,6917,Xt - Portugal
69857,6918,Tsf Runners
69863,6919,Devagar Que Tenho Pressa
69891,6920,Pirataria Vs Banditismo
69953,6921,Lsli
69980,6922,Evs Ginástica
70017,6923,Klentos
70024,6924,Nortitec
70042,6925,Bragactive Cabalus
70044,6926,Ach Brito
70047,6927,Longus Trilhos
70116,6928,Sunrider
70137,6929,Gordito & Murciago
70138,6930,Açaí
70190,6931,...
70221,6932,Estalinos
70288,6933,City Of Norwich Ac
70290,6934,F.Cr. R
70294,6935,Runner & Biker
70350,6936,Balance Team
70450,6937,Antes Só Que Mal Acompanhado
70459,6938,Os Ultras
70475,6939,Bike Teknictrack Nvending
70480,6940,Passatempo Aminhacorrida
70512,6941,D4emafateurban Team
70558,6942,Clube Na Roda Da Ana Rocha
70572,6943,Sergisa
70594,6944,Acorrerficamosenormes
70611,6945,Ospé Datleta
70646,6946,Sue Road Runners
70647,6947,Sue´S Roadrunners
70672,6948,Inscrição Individual
70745,6949,Os Aceleras
70764,6950,Lemos E Carvalho
70775,6951,-
70873,6952,Sv Post Germania Bautzen
70888,6953,Sues Road Runners
70926,6954,Inimigos Podium
70945,6955,Utahards
70971,6956,A. C. R. Vale De Cambra
70978,6957,Dare 2b Club Corredores Pedro Nimo
70981,6958,Santander Totta - Colab
70990,6959,Ccd O Alvitejo
70995,6960,Moinho De Vermoim
71037,6961,G. D. C. Castelo De Paiva
71039,6962,G D Estreito
71050,6963,Ctm - Vila Pouca De Aguiar
71077,6964,Ginasio Clube Braganca
71129,6965,Derose Running Team
71131,6966,Clube Do Pessoal Edp - Vn Gaia
71132,6967,Os Kagados A
71146,6968,Ac Sambrasense
71164,6969,Gdbportugal
71189,6970,Passatempo Tsf Runners - Sport Zone
71191,6971,Show Stoppers
71198,6972,Agrotaes
71202,6973,G.D.F. Campanha
71203,6974,Burgas Atletismo Ourense
71304,6975,Amigos Riofit
71324,6976,Lamtemil
71360,6977,Linhas Moureconfenix
71366,6978,Clube De Atletismo Da Povoa
71386,6979,Monte Cordova F C
71415,6980,Run Teixeira
71419,6981,P.C. Olimpo
71429,6982,Os Bananas
71448,6983,Popularis Running Team
71451,6984,Ca Atletismo Gaienses-Toyota
71531,6985,Feiteira Training Group
71582,6986,Clube Desportivo Da Póvoa
71588,6987,Trail Vilar De Perdizes
71692,6988,Javalis41
71697,6989,Regimento De Artilharia Nº4
71708,6990,Bicademia Ginasio
71734,6991,Tudo A Correr Bem!
71750,6992,Fotoatletismo.Com
71876,6993,Aves - Runners Team
71880,6994,S. Salvador Do Campo
71986,6995,Run2gether
72016,6996,Os Molicos
72022,6997,Nicajoaninha
72045,6998,Sonae Sierra
72116,6999,Pista Gemeos Castro
72173,7000,Club Deportivo Pinarium
72177,7001,Running Class Frederico Silva
72183,7002,Amigos Do Ze
72188,7003,Opc-Team
72218,7004,Sabseg Runners
72252,7005,Liberty - Caes D´Avenida
72324,7006,Facam As Vossas Apostas
72341,7007,H-Ranos
72411,7008,Gastasuelas Team
72458,7009,R.C.A.R. Gijon
72504,7010,Aveiro Night-Runners
72533,7011,Super Malapos E Fogacas B
72536,7012,Gimnasio Arena Chantada
72542,7013,Serviocio
72570,7014,Juventude Atletica Mozelense
72590,7015,C.D. San Paio
72615,7016,Run Me...I´M Famous
72774,7017,Sgs Team
73041,7018,Tgv
73047,7019,Servicos Sociais Cm Paredes
73063,7020,Maisqueauga
73274,7021,Osman Ghaffar Suarez
73308,7022,Clube Ferroviarios Campanha
73465,7023,Ana Porto
73467,7024,Super Malapos E Fogacas
73518,7025,Passatempo - Banana Da Madeira
73529,7026,Noss
73777,7027,B.V. Moreira Maia
73783,7028,Centro Deportivo Gminasio Arena
73900,7029,Chicolettes
74078,7030,Spem-Em Forca
74185,7031,Nos5
74353,7032,Atelier Do Relogio
74395,7033,Runin Time
74642,7034,Club Deportivo Gimnasio Arena
75141,7035,Valencia Endomondo Team
75157,7036,Panaderia D´Osedo
75354,7037,Prorunners Barcelona
75450,7038,Clube Atletismo Olímpico Vianense
75454,7039,Maia A.C. - Criobaby
75457,7040,Acr Sra Desterro
75468,7041,Grupo Desportivo De Guilhovai
75469,7042,Gdrr/Gfd
75475,7043,Santander Totta - C&F
75477,7044,A.D. Marathon
75479,7045,Vizela
75480,7046,Uniao Desportiva De Varzea
75483,7047,Aguas Do Portos
75494,7048,Mafra Com Vento/Estabil
75497,7049,Mafracomvento
75502,7050,São Salvador Do Campo
75505,7051,Clube Campismo São João Da Madeira
75516,7052,Estreito
75517,7053,Mafra Com Vento - Estabil
75525,7054,Grupo Recreativo Estrela Do Bonfim
75528,7055,Rathfarnham Wsaf
75533,7056,Profiserv
75538,7057,Clube Atletismo Vila Boa Do Bispo
75547,7058,Caldas De S. Jorge Sports Club
75551,7059,Ca Getxo
75557,7060,Helder Optica  Amarante
75559,7061,Club Atletismo Sar - Vermú Petroni
75561,7062,Villa Cessari
75567,7063,Grupo Juvenil Pinheiro Bemposta
75568,7064,Triatlo Teleperformance Os Belenenses
75576,7065,Corre+
75578,7066,Burgas
75586,7067,London Front Runners
75593,7068,Fc.Parada
75594,7069,Cluve - Clube Veteranos Atletismo Coimbra
75604,7070,Vitoria Sport Club
75608,7071,Clube Fluvial Portuense-Remo
75610,7072,Powerade - Cocacola
75613,7073,Castrelos 20:30
75617,7074,G. C. R. A.
75624,7075,Gdrf
75634,7076,Trilavall
75645,7077,Ccr Maceda
75647,7078,Pedrosas
75651,7079,Oraklass- Aliança- Amigos Do  Trail
75661,7080,Elite Nm
75666,7081,2runners
75679,7082,G.D. Unidos Do Cano
75697,7083,Lokomotiv Asturies
75700,7084,Arpo
75727,7085,Gac
75730,7086,Adrap
75741,7087,C. A. A. Magna
75753,7088,Liberty Seguros  - Gaia-Running
75759,7089,Ribeirão Runners
75766,7090,Pedro Cardoso Ferreira
75791,7091,Cadafe
75796,7092,Chinarro Team
75811,7093,Grupo Desportivo Ferroviários De Campanhã
75817,7094,Novo Banco - Delegação Norte
75823,7095,Rungalicia
75840,7096,Dheere Ere Pro Team
75844,7097,Boavista F.C. Atletismo
75846,7098,Casaense
75852,7099,Cosme_Team
75856,7100,Cansc
75866,7101,Loba.Pt | Azraids
75883,7102,Força Cavlo
75898,7103,Em' Força (Spem)
75907,7104,Club Atletismo Finlandia Torrevieja
75909,7105,Oralklass/Aliança/Amigosdotrail
75920,7106,Endorphinsrunners
75949,7107,Cdb Páris
75954,7108,Os Bandidos
75981,7109,"Ccd - Renault, Cacia"
75987,7110,Bairradarunners
75996,7111,Maiacrossteam
75998,7112,Ginasio Culto Do Corpo
76000,7113,Paredes Aventura / Candibyke
76007,7114,Urban Shape Team
76011,7115,Msport Rcs Team Lubin
76035,7116,Adeca
76041,7117,Centro Ciclista
76068,7118,Clube Pessoal Edp Fafe
76078,7119,Equipa Armindo
76094,7120,Cas
76107,7121,Gdr Bonfim
76129,7122,Aveironightrunners
76161,7123,3manos
76166,7124,Oppegard Il
76173,7125,Sgs Portugal
76174,7126,Ad.Cerne
76197,7127,Pato Blanco
76216,7128,Ripolins.Com Eventos Grijó
76217,7129,Can-Clube Atletismo Da Nazaré
76224,7130,Hp&Jm
76229,7131,St Trail - Ermidafit
76238,7132,Equipotencia
76250,7133,C.A. Poblats Maritims
76255,7134,Macedo
76258,7135,Girofle-Fap Wines
76278,7136,C.D.C Navais
76288,7137,Corridaurbana.Com
76297,7138,Cf Oliveira Do Douro
76313,7139,#Aquarunningcrew
76343,7140,Batalhao Sapadores Bombeiros Porto
76352,7141,Gcra
76356,7142,More Team
76359,7143,Ad Quinta Paramos
76360,7144,Blip.Pt
76383,7145,C&S
76387,7146,Queiros & Machado
76388,7147,Jndividual
76400,7148,Ctad - Trilhos Cinfães
76404,7149,Running Riofit
76422,7150,Saltapraos Fabero
76427,7151,Vila Do Conde
76430,7152,Quimifeiracorre/Vcd
76462,7153,Club Zupper
76464,7154,Cat & Dog Clinica Veterinaria Vale De Cambra
76531,7155,Bike Team Trofa
76586,7156,Run Aveiro
76587,7157,Sport Zone Terrores Do Asfalto
76588,7158,Bateira
76619,7159,Pacto
76626,7160,Fotoatletismo
76627,7161,Corremos
76631,7162,Ciargoncilhe
76638,7163,Club Atletismo Coria
76671,7164,C A Lmas
76688,7165,Crossover
76702,7166,Lion Runners - Gd Leões Da Guarda
76706,7167,Santiago
76728,7168,Cbt
76730,7169,Jose Carrico
76731,7170,Gd Luso-Atlântica
76745,7171,S'Academia Inca
76756,7172,Sand Runner
76760,7173,Invicta Team Runners
76767,7174,Graça Roldão
76780,7175,Cabides
76783,7176,Familianspinhosantos
76787,7177,Club Atlético La Chilaba
76803,7178,Grupo Desportivo Bamco Portugal
76816,7179,Atletica Corriferrara
76817,7180,Nast
76820,7181,Bosch Termotecnologia S.A.
76836,7182,Bina
76840,7183,Chaves Running Team/Aquae Flaviae Night Running
76870,7184,Oralklass Aliança Amigos Do Trail
76877,7185,Tenho Bifana
76890,7186,Casual Fruit Raid Team
76903,7187,Rabbits' Team
76912,7188,"Restaurante ""O Cartaxeiro"""
76943,7189,Prt/Ad Quinta
76954,7190,Abbv Lagoa Llgarve
76968,7191,Isep Runners
76992,7192,Daylightrunners
77013,7193,K.M.A
77025,7194,Maianorthsiderun
77049,7195,Besmart
77063,7196,Ca Llebeig Xabia
77067,7197,Balbino Performance
77084,7198,Areal70
77093,7199,Qbv.Com
77113,7200,Marcio Azevedo
77122,7201,Clube Portuense
77123,7202,Em´Forca
77127,7203,Lyckatill
77168,7204,Adct
77177,7205,Trilhando
77182,7206,Oquefaçoaqui
77203,7207,Liberty Seguros Ad Amarante
77213,7208,Fantasticfour
77228,7209,Northsiderun
77246,7210,Edv-Viana Trail
77265,7211,Squadra Di Running
77284,7212,Atlafa
77290,7213,Famabike
77293,7214,Friends Without Borders
77306,7215,Sport Zone Nicajoaninha
77319,7216,H M Training Group
77320,7217,Licoresdoze
77355,7218,Bravus Brazil
77366,7219,Macrologic
77394,7220,Dmps
77411,7221,Gabriel Correia
77415,7222,Fitness Club Buganvilia
77449,7223,Verruckte Kopfe
77453,7224,Grupelho
77454,7225,Ciclistascosmicos
77474,7226,Amadores E Basta
77482,7227,Skg Frankfurt
77501,7228,The Runaways
77524,7229,Triunfo - Aveia
77533,7230,Sonrident Centros De Especialidades Odontologicas
77539,7231,@Podios
77544,7232,Somos 3
77556,7233,Ramalhinho
77569,7234,Lourdete Perfumarias
77585,7235,A.S.Poissy
77589,7236,Ffit Gaia Trail
77598,7237,Fitnessup
77600,7238,Faiscas
77623,7239,Notrunalone
77627,7240,City Basket Berlin
77629,7241,Central
77688,7242,Guerner&Viterbo
77700,7243,Hash
77706,7244,Douroultratrail / Jm
77740,7245,Veteranos De Samil/Manuel Tomás
77784,7246,Ardagh
77798,7247,Atletas Populares De Peñaranda
77799,7248,Rosdric
77829,7249,Ripolins.Com
77832,7250,A.S.D. Team Granarolo
77842,7251,Cp Tranquilidade
77855,7252,Cucas
77858,7253,Pulsar Running
77862,7254,Moure Trail Running
77886,7255,Lótus&Lírios
77892,7256,Miguéis Teixeira
77922,7257,G.D.R. São Francisco Da Serra
77933,7258,Andrades
77943,7259,Manda Mecha!
77952,7260,Armatura
77953,7261,Ren Team
77962,7262,Rdm Run
77993,7263,Badteam / Rarissimas
78008,7264,Palmeiruns
78015,7265,Buxa E Estika
78034,7266,Castanheiro Boutique Hotel
78140,7267,"Irmão & Irmão, Lda"
78146,7268,A D Lustosa
78149,7269,Solaina Team
78158,7270,Felgasrunners&Friends
78177,7271,Urbanfit Running
78182,7272,Atib Finabraga Btt
78187,7273,Sv Lochau
78197,7274,Xavier's
78217,7275,3g
78251,7276,Padaria Delicia
78261,7277,Poteeentes - Clube De Corrida Pnhc
78286,7278,Rumburak
78302,7279,"Saldo Válido, Lda-Mortágua"
78304,7280,Cristina_Guillermo
78332,7281,1:45:00
78354,7282,Sues Roadrunners
78367,7283,Malembe Malembe
78452,7284,Ptc Running
78479,7285,Mcg - Novimento De Cidadãos Por Gaia
78483,7286,Club Olympique Bayonnais
78509,7287,Os Defensores
78510,7288,"""Os Defensores"""
78556,7289,No Speed Limit
78568,7290,Campeões Do Run
78583,7291,Cruzes
78597,7292,Run Paços
78620,7293,Os Desportistas
78638,7294,Melres Trail Running Ordem Para Arriar
78699,7295,Arena Running Team
78702,7296,Accl
78754,7297,Gil Eanes Running
78808,7298,Lorin Loran
78816,7299,La Nevera
78827,7300,Fpa Sisters
78834,7301,Iten
78866,7302,"Eu Tu, Tu E Eu, Nós Os 4"
78919,7303,Família Dos Tristes
78921,7304,Faroeste Runners
78925,7305,Patocycles.Com
78930,7306,Runners Compressport
78939,7307,Acrefa
78953,7308,Uisp - A.S.D. Podismo Avis Novara
78960,7309,Fermentões
79008,7310,"Club Atlético ""La Chilaba"""
79016,7311,Peludos E Carecas
79040,7312,Amigos Do Atletismo De Avis
79070,7313,Tie Runners
79083,7314,N14   #Somostodosn14
79144,7315,Os Sapatilhas
79177,7316,Dj Sports
79201,7317,Go2
79208,7318,Matos Fernandes
79238,7319,Conclave
79347,7320,Ferrinha
79350,7321,Sport Club Remo
79365,7322,Taveira
79384,7323,Accorrer
79390,7324,Pésnuku
79394,7325,Perbes
79410,7326,Keepmoving
79436,7327,Ana Rocha
79468,7328,João Sameiro
79469,7329,Núcleo Sportinguista De Torres Novas
79482,7330,Porto D'Aromas
79518,7331,Famarunnres
79539,7332,Vaz & Vaz
79540,7333,Nike+ Run Club Porto
79542,7334,Nike+ Run Cub Porto
79555,7335,Associação Papa Léguas De Famalicão
79569,7336,Sport Zone - Locomotiva De Paranhos
79657,7337,Pontozen
79668,7338,Casa
79671,7339,Club Spiridon De Gaia
79675,7340,Anda Ca Anda!
79678,7341,No Tomorrow Rt
79728,7342,Flechas
79730,7343,Prema
79735,7344,Gtrunners
79757,7345,Waldläufer
79779,7346,Fardetas
79787,7347,Team Nicajoaninha \ Ccdtmvr
79811,7348,Mov'et
79817,7349,Anonymous Runners
79819,7350,Anonymous
79835,7351,Machado & Oliveira
79847,7352,Mov´Et
79852,7353,Seleçao Chivu
79854,7354,Budeguita Runers
79861,7355,Not Fast...Just Furious!
79899,7356,Sue's Road Runners
79951,7357,Shropshire Shufflers
79966,7358,Aqui Vamos Nos
